movieId,movie_n_ratings,movie_avg_rating,bayesian_score
5108,1724,3.3430974,3.3483105807858093
5109,356,2.7345505,2.8322732483812154
5110,2878,3.5430856,3.542828980365086
5111,726,2.8794765,2.921266678682308
5112,282,3.5602837,3.5554306076233644
5113,75,3.1266668,3.2872238254547117
5114,243,3.866255,3.808542475358618
5115,33,2.969697,3.3060598833015167
5116,51,3.3137255,3.419831370363141
5117,209,2.944976,3.0575404342076955
5118,195,3.4615386,3.4751142336397756
5119,176,3.909091,3.82479196734133
5120,1313,3.9520183,3.936465844457323
5121,309,3.9902914,3.925913645364448
5122,347,3.5475504,3.5450956473122317
5123,107,3.4158878,3.451611257662439
5124,44,3.4318182,3.48301034278058
5125,348,3.2600574,3.293726034499892
5126,64,2.296875,2.8368681522837855
5127,716,2.9608939,2.9979151172986542
5128,1482,2.567139,2.598500544657595
5129,33,2.378788,3.071120158735528
5130,30,2.9666667,3.3175371289253235
5131,124,3.2741935,3.3471434856283255
5132,12,2.875,3.4016607961347027
5133,26,2.8846154,3.3079338199213932
5134,323,3.2306502,3.2705173716148805
5135,2541,3.8264463,3.8206881529941654
5136,136,2.3235295,2.6473278435327674
5137,377,3.8938992,3.8510608164990536
5138,9,1.8888888,3.2780164217544816
5139,1228,3.3916938,3.397028946167613
5140,212,2.0801888,2.35649994129443
5141,202,2.4826732,2.6900910687825035
5142,150,3.7666667,3.707014834880829
5143,70,3.2428572,3.3616914550463357
5144,22,3.0227273,3.3736523456043668
5145,149,3.6979866,3.6552913224876824
5146,1387,3.6589763,3.6544210997072457
5147,1684,4.0893707,4.073185279432603
5148,38,3.118421,3.3511701172048394
5149,16,2.625,3.309135899399266
5150,37,3.0675676,3.332218046846061
5151,2553,2.800235,2.8142155238952813
5152,3258,3.563536,3.562999705305411
5153,97,3.0876288,3.2374351494977263
5154,21,2.0238094,3.0831403866620133
5155,80,3.175,3.3107920426588793
5156,27,2.9444444,3.3234151772090366
5157,67,3.1567163,3.3154099537776065
5158,85,3.6294117,3.59187380472819
5159,1048,3.086355,3.106469015388975
5160,51,2.3137255,2.914880875313636
5161,150,2.6733334,2.887014901638031
5162,65,2.6615384,3.0382866341134775
5163,59,3.1864407,3.3431465232044184
5164,129,2.3992248,2.714541693639489
5165,292,3.3099315,3.3418215562028495
5166,18,3.1388888,3.425043653039371
5167,108,3.5138888,3.518373187584213
5168,209,3.4736843,3.4841814298887512
5169,238,3.802521,3.7548714064889483
5170,190,2.6052632,2.797512431939443
5171,3468,2.8275664,2.837522226683859
5172,362,2.665746,2.770395659705968
5173,46,3.0543478,3.301072562734286
5174,71,3.2676055,3.375231098537603
5175,47,3.3297873,3.431989384680679
5176,14,2.5714285,3.3187963888049126
5177,644,3.8540373,3.8305518455395435
5178,35,3.2142856,3.3988584209890926
5179,134,3.3022387,3.3636030191960544
5180,92,3.4456522,3.474668845324449
5181,77,3.051948,3.239393470794197
5182,63,2.6984127,3.065512979980064
5183,41,2.0487804,2.8615710709121203
5184,178,2.738764,2.911855130864863
5185,49,2.6734693,3.1050804576488455
5186,50,2.86,3.1940296411514284
5187,288,3.7760417,3.7393579652323528
5188,42,2.5714285,3.0913366079330444
5189,83,2.5361445,2.9090448304226526
5190,50,3.67,3.5990297317504885
5192,97,2.8865979,3.10478206070102
5193,204,2.877451,3.0055234713817205
5194,25,4.04,3.6987062454223634
5195,49,1.8469387,2.69598956661995
5196,47,3.3723404,3.4526079389237867
5197,139,2.8165467,3.0047775538510115
5198,381,3.7900262,3.7596356077703135
5199,205,3.502439,3.5074626230726054
5200,45,2.8888888,3.2252943892227974
5201,31,1.983871,2.937073701693688
5202,125,3.776,3.7051598412649973
5203,53,3.0,3.256339508352928
5204,37,3.2432432,3.406930671341118
5205,166,2.8433735,3.001865632004208
5206,55,2.290909,2.880028259186518
5207,39,2.7051282,3.1674490885788136
5208,73,3.4794521,3.4992111795316867
5210,56,2.1607144,2.805688444173561
5211,159,2.355346,2.635899414856468
5212,132,2.378788,2.694521893511762
5213,281,2.311388,2.495175231979693
5214,822,3.173966,3.1942694548073165
5215,99,2.5505052,2.8785434921315853
5216,57,3.0263157,3.2607753611056602
5217,60,2.5,2.9672997214577417
5218,12961,3.5749943,3.5748139592615558
5219,5037,3.1669645,3.1705137235560117
5220,1220,2.7163935,2.748348821805218
5221,124,3.298387,3.3643848484960097
5222,1363,3.436537,3.439775610510036
5223,102,3.259804,3.3480459106595895
5224,123,3.886179,3.7826762006461965
5225,4783,3.879887,3.876247255939789
5226,440,3.1261363,3.167148862566267
5227,89,3.241573,3.3446257183020065
5228,66,3.2651515,3.378473865574804
5229,26,3.0576923,3.367144327414663
5230,152,3.319079,3.3708067601270013
5231,198,3.4444444,3.461302274657834
5232,152,3.2960527,3.353480093549974
5233,95,3.5736842,3.557951516118543
5234,100,3.21,3.316019821166992
5235,145,3.0172415,3.1482204290536733
5236,66,3.6363637,3.5896808320078355
5237,700,3.4614286,3.4658706919352213
5238,220,3.6977272,3.6663072374131946
5239,45,3.3555555,3.4463470358597603
5240,145,3.2413793,3.314886985680996
5241,261,3.4386973,3.453064227027525
5242,38,3.0263157,3.3113973357460718
5243,112,3.267857,3.3481664304380065
5244,302,3.7218542,3.6943265362219377
5245,60,3.3333333,3.4218451326543633
5246,526,2.4096959,2.506776030692789
5247,1269,3.2017336,3.214103786216892
5248,331,1.836858,2.05880046892041
5249,73,3.0479453,3.2431136049875398
5250,575,3.335652,3.3510446949005126
5251,65,3.176923,3.329591015110845
5252,18,3.25,3.454455431769876
5253,24,2.7291667,3.268959071185138
5254,5206,3.1150596,3.118988455249113
5255,486,2.531893,2.62481898247306
5256,94,3.005319,3.1868261562453375
5257,5,2.6,3.4436903433366255
5258,263,3.6958175,3.6690190546809673
5259,33,2.9848485,3.3120839739420327
5260,17,2.8529413,3.356760761631069
5261,5,2.5,3.434599442915483
5262,51,3.0980392,3.3109204556682323
5263,57,3.2105262,3.358906208911789
5264,675,2.6896296,2.747452301814638
5265,1798,3.185484,3.1947527489104828
5266,7089,3.2295105,3.2316015167452736
5267,2031,3.5113244,3.511726495567736
5268,144,3.125,3.228881285362637
5269,842,3.523159,3.523433710962133
5270,22,1.8863636,3.026430126693514
5271,10,2.8,3.4067161480585733
5272,212,3.4669812,3.4786373203947343
5273,28,3.0357144,3.3513201566842885
5274,35,2.8142858,3.2341525975395653
5275,85,2.9058824,3.136318295090287
5276,118,3.1991525,3.2970414331981113
5277,44,2.4318182,3.0149252363976013
5278,47,2.180851,2.875288304594374
5279,290,3.7,3.6747146564371445
5280,34,2.8088236,3.236940134139288
5281,21,2.1904762,3.1324361848159574
5282,757,3.168428,3.1907099418923757
5283,1975,3.195696,3.2039026160299042
5284,213,2.8755867,2.9996309760858804
5285,55,3.0,3.251456851050967
5286,42,2.6309524,3.118510526159535
5287,163,3.51227,3.5159764088375467
5288,510,3.9098039,3.8757195387567793
5289,111,3.8603604,3.7571613166643227
5290,112,3.3125,3.3790306750638983
5291,3869,4.135048,4.127303736463558
5292,1864,3.6899142,3.685686043686503
5293,2358,3.2765055,3.28172876589322
5294,2356,3.6434636,3.64106535257544
5295,65,2.6,3.0035040274910303
5296,1326,2.7379336,2.766644600518914
5297,416,3.2908654,3.316315417637641
5298,726,3.2520661,3.269849205754467
5299,10278,3.429996,3.430470758865823
5300,514,3.63035,3.6212817861678754
5301,73,3.0753424,3.259373705561568
5302,43,2.8372092,3.208634043252596
5303,1731,2.8466206,2.865751352154894
5304,465,3.9688172,3.926025210075008
5305,282,2.29078,2.4771173143961343
5306,56,1.9285715,2.6830468987518885
5307,147,2.9047618,3.062959150614472
5308,2894,2.8488252,2.86036112272869
5309,1323,2.3628118,2.4052461659222386
5310,329,2.331307,2.4891898437037003
5311,202,3.220297,3.281361044399322
5312,1346,2.9985142,3.01748069446203
5313,2755,2.614882,2.63115966426285
5314,102,3.4215686,3.4565984857709786
5315,74,2.4729729,2.898410981701266
5316,1005,3.4199004,3.425026434857698
5317,37,2.5810812,3.1253215170454705
5318,40,3.0875,3.3322552575005426
5319,1299,3.947652,3.93210011062311
5320,6,3.3333333,3.5071958729199
5321,68,2.8382354,3.1305336871389615
5322,36,2.6527777,3.1616623900657475
5323,952,2.0955882,2.167068805047376
5324,594,2.946128,2.991308908284821
5325,919,3.7230685,3.7130060872549366
5326,16,1.8125,3.1121662024295693
5327,54,3.1111112,3.3115670405901394
5328,59,3.2118645,3.3569080107802645
5329,955,3.5816753,3.5790078331581987
5331,61,2.2950819,2.85047713915507
5332,73,3.0684931,3.255308680418061
5333,328,3.882622,3.835722186578014
5334,434,2.799539,2.874799450566946
5335,166,3.1475904,3.2356619238853455
5336,39,2.871795,3.240482831269168
5337,248,2.9314516,3.031553543654064
5338,16,2.75,3.3394389297022964
5339,971,3.8027806,3.7893270904473764
5340,107,3.4252336,3.457980667709545
5341,592,3.795608,3.7747709208931135
5342,44,2.5681818,3.078754962758815
5343,130,2.4692307,2.7633497450086804
5344,75,2.6733334,3.015223798751831
5345,41,3.3292682,3.4384941347352753
5346,345,2.4449275,2.5820327619963055
5347,114,2.4868422,2.8042864334292528
5348,543,2.976059,3.022601997671401
5349,23879,3.5255246,3.5255299126829396
5350,48,2.9479167,3.2439078895413145
5351,64,3.0859375,3.2798506084241366
5352,218,3.5550458,3.5500110565726435
5353,192,3.2630208,3.3177808020725723
5354,186,3.4112904,3.4360295978643127
5355,76,2.9671052,3.189706037914942
5356,63,1.4761904,2.3840970581611702
5357,313,3.2891374,3.322046733099567
5358,161,3.7080746,3.6654169435184714
5359,262,3.465649,3.4756505718598
5360,106,3.037736,3.194890890365992
5361,402,3.113184,3.159077273005933
5362,68,2.4411764,2.9017200469970703
5363,743,2.8102288,2.855489263618729
5364,1760,3.3471591,3.352156391459934
5365,77,3.0844157,3.2590785533424436
5366,97,2.3762887,2.768047405748951
5367,633,3.748815,3.732654322293283
5368,130,3.9153845,3.807794213294983
5369,67,2.1567163,2.742760381128034
5370,37,1.527027,2.6770456179805184
5371,14,2.5714285,3.3187963888049126
5372,235,3.3297873,3.3645718390481516
5373,219,3.913242,3.841646801583386
5374,52,1.6923077,2.592185983470842
5375,129,3.3449612,3.3961059208022815
5376,123,2.7398374,2.9676472286268467
5377,9269,3.667278,3.666531089984727
5378,16570,3.0891974,3.090517679993713
5379,758,3.7183378,3.706563121611529
5380,1814,3.6127343,3.6104629945345703
5381,83,3.5,3.5105486418071545
5382,551,2.7486389,2.81348250550954
5383,359,3.5097494,3.511987795748163
5384,85,3.535294,3.532614549001058
5385,906,3.9988964,3.9742709956907327
5386,41,3.0,3.290142520443424
5387,687,2.6826782,2.74003108320922
5388,6216,3.4717665,3.4722156652504745
5389,817,3.0838432,3.1094612332776346
5390,204,3.3014705,3.3460746262017196
5391,946,3.6099365,3.6058261801440072
5392,246,3.390244,3.4135236321268856
5393,27,2.925926,3.3169216954862915
5394,54,3.2407408,3.3788747237278867
5395,100,3.445,3.4726864178975423
5396,89,2.988764,3.1827551769695694
5397,233,3.2639484,3.310611151974951
5398,263,3.8821292,3.8255685206038503
5399,113,3.0265486,3.180386281452296
5400,3478,3.192927,3.197676494008019
5401,1293,2.9350348,2.9571131076372477
5402,10,2.55,3.3650494813919067
5403,12,2.6666667,3.361338230871385
5404,475,3.805263,3.7788626943315777
5405,17,2.735294,3.326909986894522
5406,91,3.2912087,3.3751983338213982
5407,29,2.7586207,3.245607225200798
5408,39,2.7948718,3.2067749419908846
5409,142,2.7605634,2.9604321271181107
5410,766,3.502611,3.5041702640991583
5411,33,2.8636363,3.263891154024974
5412,80,2.6375,2.9800228705772986
5413,61,2.7540984,3.1027294837676727
5414,817,2.8280294,2.868400212665193
5415,1285,2.914397,2.9373806112268
5416,116,3.400862,3.4391744510236992
5417,586,3.7935154,3.772646256962662
5418,21781,3.911735,3.910856317345666
5419,2338,2.3406758,2.3655372955890956
5420,1595,2.8724139,2.892342308734326
5421,940,3.5957446,3.5923261642456055
5422,229,3.2139738,3.2702615073077568
5423,211,3.1800947,3.2467546170698727
5424,124,2.346774,2.6862238960704583
5425,161,3.5093167,3.513758081960452
5426,66,3.280303,3.3870945470086458
5427,192,2.7317708,2.896293198766787
5428,303,2.4636965,2.614456098410631
5429,50,3.11,3.3190296411514284
5430,26,3.3269231,3.4592496156692505
5431,142,3.059859,3.1817862118283906
5432,50,2.16,2.84402973651886
5433,400,2.8525,2.9275621202256943
5434,354,3.7584746,3.7299578555739754
5435,234,3.6517093,3.629939964119817
5436,97,3.4226804,3.4585235783842956
5437,327,3.2415903,3.2795835142110326
5438,702,2.6773505,2.7339136105902653
5439,173,2.8786128,3.0242285931591497
5440,376,3.6529255,3.638269845308832
5441,28,2.3035715,3.0884996194105883
5442,375,2.288,2.4338894339168773
5443,231,1.8896104,2.1811493736993377
5444,4889,3.4824095,3.4828716144071317
5445,24222,3.674449,3.674147406375636
5446,2169,3.8473952,3.8401996928219755
5447,434,3.517281,3.5183945194748807
5448,183,2.3715847,2.6197551974922804
5449,3386,2.8344655,2.844558546235037
5450,583,3.490566,3.4935275770099996
5451,446,3.058296,3.1056511488653
5452,2027,1.948446,1.9864723558430495
5453,222,3.4572072,3.470231501495137
5454,319,2.4655173,2.6094931774346164
5455,80,2.95,3.172330562884991
5456,185,2.191892,2.4761828615310346
5457,70,3.1785715,3.324191431204478
5458,379,2.3153033,2.45665018597405
5459,10624,2.9504423,2.9531480339955185
5460,509,2.8005893,2.8656582017704073
5461,103,3.5873787,3.567993330799676
5462,353,2.3399434,2.487352339268914
5463,2944,2.9842052,2.993287646459912
5464,8132,3.6896212,3.6886339097872716
5465,117,3.5128205,3.517383028647143
5466,173,3.3468208,3.387457278811878
5467,42,3.0238094,3.2978583211484165
5468,147,3.207483,3.288847604983954
5469,56,2.607143,3.0415374827834794
5470,628,3.8471339,3.823603307954681
5471,128,2.0390625,2.457320052586245
5472,408,3.4693627,3.4757706671302495
5473,72,3.4652777,3.4910078830406315
5474,55,2.290909,2.880028259186518
5475,630,4.0079365,3.9726513974806843
5476,563,2.0435169,2.164605170634209
5477,834,3.6498802,3.642989855006809
5478,1372,2.5138483,2.549509735214727
5479,1482,3.2219973,3.2319862338332532
5480,890,2.5421348,2.594577561033533
5481,8748,2.9715936,2.9747560744557657
5482,188,2.0132978,2.3315250212404908
5483,528,3.6089015,3.601908238288853
5484,83,3.4578314,3.4842328881858884
5485,450,3.298889,3.321805968284607
5486,127,3.1062992,3.2254404684918074
5487,29,2.3448277,3.093708497059496
5488,63,3.3888888,3.4504687258627564
5489,734,3.705041,3.6937538434048087
5490,86,2.75,3.0360512452967026
5491,36,3.4583333,3.498871703480565
5492,29,2.6206896,3.1949742866467825
5493,325,3.3446155,3.369074649810791
5494,42,3.4166667,3.4772062249805615
5495,75,2.8066666,3.095223722457886
5496,85,3.7588236,3.673355393939548
5497,418,3.326555,3.3480832586940537
5498,433,4.030023,3.978059980933464
5499,318,3.2421384,3.280986347924108
5500,2383,3.589593,3.5883283724865205
5501,718,1.8279945,1.9386757758135598
5502,10851,3.2499309,3.251206560513698
5503,124,3.314516,3.375879090407799
5504,1254,2.4573364,2.4983917540567786
5505,2223,3.3733692,3.3767719923322335
5506,977,3.0481064,3.0714731775913404
5507,4740,2.7839663,2.7917334540651835
5508,1360,3.5683823,3.5669523739645665
5509,112,2.825893,3.042610969072507
5510,37,2.391892,3.0448617441900847
5511,26,2.3269231,3.117144352511356
5512,54,2.8888888,3.196182370185852
5513,117,2.3547008,2.7060057688615995
5514,19,2.7631578,3.3174343247344527
5515,327,3.8379204,3.7968247986598738
5516,299,3.6822743,3.6601805085780628
5517,68,3.0367646,3.24494036981615
5518,39,3.4615386,3.4989098082767445
5519,42,2.547619,3.080467084179754
5520,26,3.0384614,3.3605653549495496
5521,235,2.7787235,2.9101859184733607
5522,802,3.152743,3.1747687047636006
5523,671,2.037258,2.1406422008588475
5524,1265,2.935573,2.9581010967153105
5525,591,3.8781726,3.850862710226717
5526,192,3.5338542,3.5326569612361185
5527,558,3.3378136,3.3534588272634305
5528,4520,3.3111725,3.3135454273849922
5529,424,2.4740567,2.585238436606363
5530,1354,2.7799113,2.806554730801161
5531,172,2.8197675,2.97929268055134
5532,123,2.6788619,2.9242946688150395
5533,7,3.142857,3.4807538400616562
5534,32,2.75,3.2244264556140436
5535,25,2.76,3.2720395882924396
5536,16,3.125,3.430348020611387
5537,34,2.985294,3.308368677184695
5538,352,2.387784,2.529609300603914
5539,176,2.0994318,2.41549981378876
5540,1526,3.286042,3.2937201924130397
5541,2738,3.2350256,3.2402809122884633
5542,52,2.4230769,2.964734965679692
5543,162,2.0154321,2.3721838334821306
5544,739,3.5947225,3.5904979769267964
5545,26,1.7115384,2.906618008488103
5546,152,1.9769737,2.3609057653068315
5547,14,2.2857144,3.256296418607235
5548,816,3.0349264,3.0633982951316217
5549,47,2.893617,3.220649117047025
5550,126,2.5515873,2.828994173895229
5551,37,2.554054,3.1138272203248123
5552,89,3.016854,3.200740860520507
5553,927,3.1208198,3.141661136640863
5554,20,2.475,3.2271852493286133
5555,253,3.0454545,3.1250922719244123
5556,555,1.8342342,1.9742197872193392
5557,70,2.2857144,2.8033581376075745
5558,16,2.59375,3.3015601418235083
5559,50,2.8,3.164029669761658
5560,157,3.6624203,3.6299659526290524
5561,153,3.2156863,3.2926255000635907
5562,22,2.5681818,3.234763443470001
5563,578,2.9922144,3.034877255464056
5564,624,2.2956731,2.3870964446478147
5566,7,2.0714285,3.349174896876017
5567,40,2.45,3.0489219029744468
5568,610,3.227049,3.249852921023513
5569,375,3.056,3.1115363934460807
5570,629,3.7456279,3.7296066361428712
5571,16,2.65625,3.3167116569750235
5572,1484,3.125337,3.138463433749362
5573,472,2.4004238,2.50843484008906
5574,3816,3.3352988,3.337791800560633
5575,63,3.2063491,3.348698803808837
5576,21,2.2857144,3.1606052324805463
5577,2314,3.5525064,3.551989377049222
5579,16,2.375,3.2485298387932056
5580,145,2.5517242,2.8020665523333426
5581,206,2.7961166,2.939074167981744
5582,641,2.5468018,2.617804524867476
5583,53,2.45283,2.9747860524260883
5584,473,2.1997886,2.3267743081481234
5585,448,2.1651785,2.3020139640593626
5586,15,3.1333334,3.4369687850658712
5587,77,1.8831168,2.5307320168637855
5588,319,2.96395,3.040387516099263
5589,283,3.1007068,3.1648738684954942
5590,37,3.2027028,3.3896893276565376
5591,126,2.329365,2.669903188943863
5592,43,2.3139534,2.9666985542543474
5593,90,3.411111,3.4528783559799194
5595,45,2.6888888,3.130557524530511
5596,209,2.430622,2.6424825808256287
5597,273,1.9981685,2.23499368809325
5598,179,2.1927373,2.4842923728659683
5599,69,3.7246377,3.642041797397517
5600,143,3.458042,3.4761811501003916
5601,211,3.5995262,3.5858352129486786
5602,972,3.771605,3.7596898666799885
5603,622,3.9348874,3.9046174670968736
5604,402,3.8196518,3.787396039582987
5605,196,3.7755103,3.7252154078910023
5606,113,3.2345133,3.3245581000860485
5607,283,3.8127208,3.769978825394456
5608,1954,3.8641248,3.855739909969642
5609,624,2.0152245,2.1274525673523854
5610,702,2.707265,2.7618390017367425
5611,650,3.093846,3.1248613187244962
5612,356,2.9845505,3.0514850710413137
5613,794,3.4181361,3.424648161748009
5614,87,3.3965516,3.4445471485165786
5615,102,3.0441177,3.2033090371834603
5616,5,3.0,3.4800539883700283
5617,4222,3.7470393,3.7444763507289385
5618,15699,4.188324,4.186227763461358
5619,163,3.7269938,3.68029558042965
5620,3479,3.1565106,3.161774813605287
5621,1637,2.5503972,2.579373513019926
5622,45,3.5555556,3.541083900552047
5623,12,2.3333333,3.2968220710754395
5624,33,2.6666667,3.1855779756982643
5625,520,3.3807693,3.3936894400077953
5626,19,3.4473684,3.5058401252912437
5627,31,3.6451614,3.572876203207322
5628,604,3.375,3.38670178801277
5629,310,3.033871,3.1025082204076977
5630,5517,3.5651622,3.564828943174104
5631,20,2.3,3.177185262952532
5632,571,3.7556918,3.737363877887695
5633,473,3.5930233,3.5868126010347736
5634,28,3.0535715,3.3577303886413574
5635,184,3.3179348,3.3628331779414773
5636,254,3.03937,3.119746594052566
5637,429,3.7727273,3.747187808062687
5638,403,2.9156327,2.983229486621242
5639,109,2.4816513,2.8107104511380947
5640,297,3.2626262,3.300873032220846
5641,64,3.46875,3.494762889125891
5642,343,3.7565598,3.7274885432410785
5643,338,3.7011833,3.6788735340551004
5644,423,3.8463356,3.8126912243018443
5645,64,3.0390625,3.2535348189504525
5646,479,3.5835073,3.5782664759623306
5647,206,1.4174757,1.8296990767121315
5649,670,3.4708955,3.474865241183175
5650,1432,3.6064944,3.603848170333224
5651,397,3.1448362,3.1877023170991765
5652,48,2.28125,2.917377238370934
5653,208,3.5528846,3.548073495081229
5654,12,2.625,3.3532736993605092
5655,148,2.6925676,2.9035503647544165
5656,42,3.3095238,3.428293150404225
5657,143,2.972028,3.116077594806493
5658,47,2.5425532,3.0505460734219896
5659,49,3.2755103,3.4030603495511142
5660,124,3.7540324,3.689097607272795
5661,22,2.5227273,3.220874567826589
5662,104,3.5432692,3.53833092033089
5663,315,3.0555556,3.120282130698635
5664,171,3.1052632,3.2009184716513794
5665,459,2.9052289,2.9664106345598262
5666,1243,3.2896218,3.298842153158284
5667,642,3.2250779,3.2469695958098925
5668,979,3.4959142,3.497476182248085
5669,11957,3.7531571,3.752219778319685
5670,562,3.5818505,3.577455827613282
5671,26,3.3461537,3.4658285065701135
5672,444,1.3412162,1.5625566094510468
5673,5355,3.5398693,3.5397600585062343
5674,24,2.8125,3.2959860724371834
5675,230,1.7347826,2.055010578462056
5677,269,2.6003718,2.7457774096521836
5678,568,2.9445422,2.9917523004476307
5679,9806,3.3917499,3.3924413641745392
5680,599,3.233723,3.2563990778842213
5681,41,3.2682927,3.4110216334625916
5682,254,3.5964568,3.585207197226976
5683,13,2.4230769,3.3000471213507274
5684,208,3.2548077,3.307763461918794
5685,676,3.5473373,3.5460096141195168
5686,437,3.2871854,3.3119158162228626
5687,50,3.38,3.454029750823975
5688,113,3.6106195,3.585294343211168
5689,275,2.9218183,3.0150861226595365
5690,3514,4.0745587,4.0668917967949385
5691,466,2.061159,2.2033004160075222
5692,227,3.4229076,3.441888059519689
5693,2499,3.257703,3.263006249892099
5694,432,2.1863425,2.325524729811799
5695,36,2.6805556,3.173290352488673
5696,465,3.1053762,3.1464134420006022
5697,89,2.5955057,2.930956675851945
5698,15,3.4333334,3.506199543292706
5699,89,3.241573,3.3446257183020065
5700,60,1.4916667,2.4172997257926245
5701,48,1.6875,2.626560911840322
5702,7,1.7142857,3.3053152540273834
5703,65,2.3846154,2.8817649716916294
5704,14,2.5357144,3.310983918607235
5705,456,2.4572368,2.563049278711613
5706,47,2.393617,2.9783810758099114
5707,601,3.6039934,3.598161309179256
5708,32,2.609375,3.1695484068335555
5709,43,3.1860466,3.3699244427424606
5710,62,2.7903225,3.11966934800148
5711,17,3.2058823,3.4463129648521766
5712,644,3.546584,3.5452492724921587
5713,13,2.5,3.315920148577009
5714,43,2.8837209,3.2301394298512447
5715,78,2.8846154,3.1359607204794884
5716,22,2.4318182,3.1930968165397644
5717,87,2.6149426,2.9481968705671546
5718,65,2.2923076,2.829590994378795
5719,27,2.4814816,3.1610775489311713
5721,218,3.8142202,3.7608319805629216
5722,86,3.5232558,3.525021840544308
5723,216,3.136574,3.210161503096272
5724,30,1.7333333,2.855037122964859
5725,42,3.3333333,3.4391626741575156
5726,93,3.1666667,3.2930278094498426
5727,21,2.7619047,3.301450259248975
5728,50,3.14,3.334029746055603
5729,136,2.110294,2.4914138035107682
5730,65,2.523077,2.9600258702817173
5731,167,2.9940119,3.117064300220683
5732,351,3.7150998,3.691778062882269
5733,67,3.216418,3.3495980959672194
5734,189,1.568783,1.97867349301422
5735,252,1.9246032,2.1900760985368133
5736,182,1.4697802,1.9133748576558869
5737,167,1.3892215,1.882041327414974
5738,146,1.3390411,1.8974641427701833
5739,160,1.25625,1.7971570151192802
5740,119,1.3865546,2.020135897151112
5741,84,3.4047618,3.4507683568926
5742,67,3.0,3.2256664047893295
5743,181,3.1906078,3.2636492582626673
5744,24,3.5,3.5189590454101562
5745,227,3.469163,3.4797940684569872
5746,56,2.3660715,2.914178974223587
5747,1774,3.8472378,3.8384884164521567
5748,22,3.4772727,3.5125412477387323
5749,252,3.1527777,3.2149104061505653
5750,15,2.2333333,3.2292764553656945
5751,17,3.3235295,3.4761637395887233
5752,429,3.7843823,3.757626293596495
5753,43,2.7441862,3.1656233802918465
5754,123,2.3536584,2.693080677462451
5755,74,2.4527028,2.886314303644242
5756,43,2.2441862,2.9344405845929216
5758,11,2.2272727,3.2934913048978713
5759,45,3.5444446,3.5358207853216874
5760,86,2.8255813,3.083845310351428
5761,56,2.4464285,2.9566317684245558
5762,54,3.25,3.3836823976956882
5763,115,3.6608696,3.6206240798487808
5764,149,3.033557,3.1578037846627547
5765,319,3.3025079,3.3330704125608532
5766,15,2.1,3.1985071989206166
5767,72,3.8819444,3.7369095692869094
5768,148,2.587838,2.825267594270032
5769,131,3.576336,3.56299985179585
5770,78,3.1987178,3.327366877347231
5771,154,2.564935,2.800994875384312
5772,727,3.8314993,3.8119729577804624
5773,202,2.6955445,2.860726010231745
5774,45,2.2555556,2.9252944494548596
5775,31,2.387097,3.09139472466928
5776,26,3.0,3.347407491583573
5777,250,3.2,3.254676604270935
5778,43,2.9302325,3.2516448164498932
5779,175,1.7428571,2.1395687182744343
5780,349,3.6074498,3.5975011004541155
5781,62,2.5,2.9589550835745677
5782,4208,4.0625,4.056224276505485
5783,69,3.4130435,3.461369502444227
5784,1393,2.562814,2.5962597834758268
5785,3109,2.9231265,2.9327012126526526
5786,40,3.5,3.515588548448351
5787,392,2.6377552,2.738468303939336
5788,291,3.6408935,3.6243488739662504
5789,44,2.6477273,3.1159890256029494
5790,30,2.6333334,3.192537158727646
5791,2752,3.759266,3.75514015889355
5792,840,3.557143,3.5555090636349798
5793,22,2.590909,3.2417078812917075
5794,103,3.485437,3.499365828395669
5795,36,3.6111112,3.5628252472988393
5796,775,2.868387,2.9083671295281612
5797,372,3.435484,3.446452588266671
5798,45,3.1111112,3.3305575973109196
5799,371,3.667116,3.6506008982941545
5800,147,3.4353743,3.4588984039229187
5801,470,3.5765958,3.5719288220772376
5802,155,3.564516,3.5556241942615046
5803,1029,2.7643342,2.799724618188754
5804,946,2.6511629,2.69518377263862
5806,44,3.1022727,3.3287550033407007
5807,20,2.2,3.148613861628941
5808,187,2.9117646,3.041784614450318
5809,777,3.1576576,3.1800519258252367
5810,5431,3.2492175,3.2517612237517928
5811,7,3.357143,3.5070696462664688
5812,1958,3.7037795,3.6994039592040013
5813,51,2.5980392,3.0584452081434796
5815,179,2.2988827,2.567261907211037
5816,15567,3.5941415,3.593929912274997
5817,196,3.492347,3.4996056169029175
5818,264,3.3863637,3.408926745129239
5819,49,3.2142856,3.3727572156925394
5820,437,3.854691,3.8211559524771124
5821,75,3.5066667,3.515223751068115
5822,66,2.6818182,3.0465773590679825
5823,18,2.8888888,3.358867182451136
5824,137,2.8029196,2.9968072628592424
5825,300,3.9866667,3.921151351928711
5826,358,3.583799,3.5769680644951616
5827,36,2.5833333,3.1325926337131236
5828,23,3.2826087,3.4507256240060884
5829,203,3.1256158,3.20515013400745
5830,171,3.4444444,3.463361831811758
5831,10,2.7,3.3900494972864785
5832,124,2.3508065,2.6890975415021523
5833,970,3.3453608,3.354316571179558
5834,48,3.2916667,3.41227523648009
5835,21,3.1666667,3.42116860604622
5836,257,3.3832686,3.406850157032572
5837,20,1.75,3.0200424194335938
5838,94,3.2393618,3.33960399362776
5839,318,3.9103773,3.8584319003250287
5840,315,3.8666666,3.820282011815946
5841,459,2.0272331,2.1746620298134554
5842,76,2.9407895,3.1738330825926764
